sentence,neg,neu,pos,compound
"""I don't know.",0.0,1.0,0.0,0.0
Seems to me you put me to bed.,0.0,1.0,0.0,0.0
"What day is it?""",0.0,1.0,0.0,0.0
"""Tuesday.""",0.0,1.0,0.0,0.0
"""Tuesday?",0.0,1.0,0.0,0.0
I hope so.,0.0,0.256,0.744,0.4404
"If it's Wednesday, I've got to start work at that idiotic place.",0.247,0.753,0.0,-0.5574
"Supposed to be down at nine or some such ungodly hour.""",0.0,1.0,0.0,0.0
"""Ask Bounds,"" suggested Gloria feebly.",0.0,1.0,0.0,0.0
"""Bounds!""",0.0,1.0,0.0,0.0
he called.,0.0,1.0,0.0,0.0
"Sprightly, sobera voice from a world that it seemed in the past two days they had left forever, Bounds sprang in short steps down the hall and appeared in the half darkness of the door.",0.054,0.865,0.081,0.25
"""What day, Bounds?""",0.0,1.0,0.0,0.0
"""February the twentysecond, I think, sir.""",0.0,1.0,0.0,0.0
"""I mean day of the week.""",0.0,1.0,0.0,0.0
"""Tuesday, sir.""",0.0,1.0,0.0,0.0
"""Thanks.""",0.0,1.0,0.0,0.0
"After a pause ""Are you ready for breakfast, sir?""",0.0,0.737,0.263,0.3612
"""Yes, and Bounds, before you get it, will you make a pitcher of water, and set it here beside the bed?",0.0,1.0,0.0,0.0
"I'm a little thirsty.""",0.0,1.0,0.0,0.0
"""Yes, sir.""",0.0,1.0,0.0,0.0
Bounds retreated in sober dignity down the hallway.,0.0,0.722,0.278,0.4019
"""Lincoln's birthday,"" affirmed Anthony without enthusiasm, ""or St. Valentine's or somebody's.",0.194,0.806,0.0,-0.3412
"When did we start on this insane party?""",0.309,0.691,0.0,-0.481
"""Sunday night.""",0.0,1.0,0.0,0.0
"""After prayers?""",0.0,1.0,0.0,0.0
he suggested sardonically.,0.0,1.0,0.0,0.0
"""We raced all over town in those hansoms and Maury sat up with his driver, don't you remember?",0.0,1.0,0.0,0.0
"Then we came home and he tried to cook some baconcame out of the pantry with a few blackened remains, insisting it was 'fried to the proverbial crisp.'""",0.0,1.0,0.0,0.0
"Both of them laughed, spontaneously but with some difficulty, and lying there side by side reviewed the chain of events that had ended in this rusty and chaotic dawn.",0.308,0.641,0.051,-0.9001
"They had been in New York for almost four months, since the country had grown too cool in late October.",0.0,0.892,0.108,0.3182
"They had given up California this year, partly because of lack of funds, partly with the idea of going abroad should this interminable war, persisting now into its second year, end during the winter.",0.156,0.844,0.0,-0.7128
"Of late their income had lost elasticity no longer did it stretch to cover gay whims and pleasant extravagances, and Anthony had spent many puzzled and unsatisfactory hours over a densely figured pad, making remarkable budgets that left huge margins for ""amusements, trips, etc.,"" and trying to apportion, even approximately, their past expenditures.",0.101,0.749,0.15,0.6124
"He remembered a time when in going on a ""party"" with his two best friends, he and Maury had invariably paid more than their share of the expenses.",0.0,0.702,0.298,0.8678
They would buy the tickets for the theatre or squabble between themselves for the dinner check.,0.0,1.0,0.0,0.0
"It had seemed fitting Dick, with his navet and his astonishing fund of information about himself, had been a diverting, almost juvenile, figurecourt jester to their royalty.",0.117,0.883,0.0,-0.5106
But this was no longer true.,0.267,0.381,0.352,0.2263
"It was Dick who always had money it was Anthony who entertained within limitationsalways excepting occasional wild, wineinspired, checkcashing partiesand it was Anthony who was solemn about it next morning and told the scornful and disgusted Gloria that they'd have to be ""more careful next time.""",0.195,0.722,0.083,-0.7357
"In the two years since the publication of ""The Demon Lover,"" Dick had made over twentyfive thousand dollars, most of it lately, when the reward of the author of fiction had begun to swell unprecedentedly as a result of the voracious hunger of the motion pictures for plots.",0.1,0.83,0.07,-0.1531
"He received seven hundred dollars for every story, at that time a large emolument for such a young manhe was not quite thirtyand for every one that contained enough ""action"" kissing, shooting, and sacrificing for the movies, he obtained an additional thousand.",0.0,0.913,0.087,0.5719
"His stories varied there was a measure of vitality and a sort of instinctive in all of them, but none attained the personality of ""The Demon Lover,"" and there were several that Anthony considered downright cheap.",0.0,0.952,0.048,0.1655
"These, Dick explained severely, were to widen his audience.",0.474,0.526,0.0,-0.743
Wasn't it true that men who had attained real permanence from Shakespeare to Mark Twain had appealed to the many as well as to the elect?,0.082,0.844,0.074,-0.0598
"Though Anthony and Maury disagreed, Gloria told him to go ahead and make as much money as he couldthat was the only thing that counted anyhow.... Maury, a little stouter, faintly mellower, and more complaisant, had gone to work in Philadelphia.",0.056,0.944,0.0,-0.3182
"He came to New York once or twice a month and on such occasions the four of them travelled the popular routes from dinner to the theatre, thence to the Frolic or, perhaps, at the urging of the evercurious Gloria, to one of the cellars of Greenwich Village, notorious through the furious but shortlived vogue of the ""new poetry movement.""",0.069,0.9,0.031,-0.34
"In January, after many monologues directed at his reticent wife, Anthony determined to ""get something to do,"" for the winter at any rate.",0.0,0.902,0.098,0.34
"He wanted to please his grandfather and even, in a measure, to see how he liked it himself.",0.0,0.746,0.254,0.6249
"He discovered during several tentative semisocial calls that employers were not interested in a young man who was only going to ""try it for a few months or so.""",0.08,0.92,0.0,-0.3089
"As the grandson of Adam Patch he was received everywhere with marked courtesy, but the old man was a back number nowthe heyday of his fame as first an ""oppressor"" and then an uplifter of the people had been during the twenty years preceding his retirement.",0.0,0.856,0.144,0.7227
Anthony even found several of the younger men who were under the impression that Adam Patch had been dead for some years.,0.164,0.763,0.073,-0.5267
"Eventually Anthony went to his grandfather and asked his advice, which turned out to be that he should enter the bond business as a salesman, a tedious suggestion to Anthony, but one that in the end he determined to follow.",0.0,0.923,0.077,0.4767
"Sheer money in deft manipulation had fascinations under all circumstances, while almost any side of manufacturing would be insufferably dull.",0.214,0.786,0.0,-0.5994
He considered newspaper work but decided that the hours were not ordered for a married man.,0.0,1.0,0.0,0.0
"And he lingered over pleasant fancies of himself either as editor of a brilliant weekly of opinion, an American Mercure de France, or as scintillant producer of satiric comedy and Parisian musical revue.",0.0,0.751,0.249,0.8625
"However, the approaches to these latter guilds seemed to be guarded by professional secrets.",0.0,1.0,0.0,0.0
Men drifted into them by the devious highways of writing and acting.,0.0,1.0,0.0,0.0
It was palpably impossible to get on a magazine unless you had been on one before.,0.0,1.0,0.0,0.0
"So in the end he entered, by way of his grandfather's letter, that Sanctum Americanum where sat the president of Wilson, Hiemer and Hardy at his ""cleared desk,"" and issued therefrom employed.",0.0,0.88,0.12,0.4767
He was to begin work on the twentythird of February.,0.0,1.0,0.0,0.0
"In tribute to the momentous occasion this twoday revel had been planned, since, he said, after he began working he'd have to get to bed early during the week.",0.0,1.0,0.0,0.0
"Maury Noble had arrived from Philadelphia on a trip that had to do with seeing some man in Wall Street whom, incidentally, he failed to see, and Richard Caramel had been half persuaded, half tricked into joining them.",0.117,0.811,0.072,-0.2263
"They had condescended to a wet and fashionable wedding on Monday afternoon, and in the evening had occurred the dnouement Gloria, going beyond her accustomed limit of four precisely timed cocktails, led them on as gay and joyous a bacchanal as they had ever known, disclosing an astonishing knowledge of ballet steps, and singing songs which she confessed had been taught her by her cook when she was innocent and seventeen.",0.0,0.912,0.088,0.7579
"She repeated these by request at intervals throughout the evening with such frank conviviality that Anthony, far from being annoyed, was gratified at this fresh source of entertainment.",0.076,0.7,0.224,0.6249
"The occasion was memorable in other waysa long conversation between Maury and a defunct crab, which he was dragging around on the end of a string, as to whether the crab was fully conversant with the applications of the binomial theorem, and the aforementioned race in two hansom cabs with the sedate and impressive shadows of Fifth Avenue for audience, ending in a labyrinthine escape into the darkness of Central Park.",0.028,0.903,0.069,0.4588
Finally Anthony and Gloria had paid a call on some wild young married peoplethe Lacysand collapsed in the empty milk bottles.,0.178,0.822,0.0,-0.4404
"Morning nowtheirs to add up the checks cashed here and there in clubs, stores, restaurants.",0.0,1.0,0.0,0.0
"Theirs to air the dank staleness of wine and cigarettes out of the tall blue front room, to pick up the broken glass and brush at the stained fabric of chairs and sofas to give Bounds suits and dresses for the cleaners finally, to take their smothery halffeverish bodies and faded depressed spirits out into the chill air of February, that life might go on and Wilson, Hiemer and Hardy obtain the services of a vigorous man at nine next morning.",0.097,0.872,0.031,-0.7003
"""Do you remember,"" called Anthony from the bathroom, ""when Maury got out at the corner of One Hundred and Tenth Street and acted as a traffic cop, beckoning cars forward and motioning them back?",0.0,1.0,0.0,0.0
"They must have thought he was a private detective.""",0.0,1.0,0.0,0.0
"After each reminiscence they both laughed inordinately, their overwrought nerves responding as acutely and janglingly to mirth as to depression.",0.184,0.578,0.238,0.3612
"Gloria at the mirror was wondering at the splendid color and freshness of her faceit seemed that she had never looked so well, though her stomach hurt her and her head was aching furiously.",0.211,0.644,0.145,-0.4513
The day passed slowly.,0.0,1.0,0.0,0.0
"Anthony, riding in a taxi to his broker's to borrow money on a bond, found that he had only two dollars in his pocket.",0.0,1.0,0.0,0.0
"The fare would cost all of that, but he felt that on this particular afternoon he could not have endured the subway.",0.0,1.0,0.0,0.0
When the taximetre reached his limit he must get out and walk.,0.0,0.887,0.113,0.1027
With this his mind drifted off into one of its characteristic daydreams....,0.0,1.0,0.0,0.0
In this dream he discovered that the metre was going too fastthe driver had dishonestly adjusted it.,0.0,0.889,0.111,0.25
Calmly he reached his destination and then nonchalantly handed the man what he justly owed him.,0.0,0.791,0.209,0.4019
"The man showed fight, but almost before his hands were up Anthony had knocked him down with one terrific blow.",0.075,0.752,0.173,0.5187
And when he rose Anthony quickly sidestepped and floored him definitely with a crack in the temple.,0.0,0.847,0.153,0.4019
...,0.0,1.0,0.0,0.0
He was in court now.,0.0,1.0,0.0,0.0
The judge had fined him five dollars and he had no money.,0.167,0.833,0.0,-0.296
Would the court take his check?,0.0,1.0,0.0,0.0
"Ah, but the court did not know him.",0.0,1.0,0.0,0.0
"Well, he could identify himself by having them call his apartment.",0.0,0.826,0.174,0.2732
...,0.0,1.0,0.0,0.0
They did so.,0.0,1.0,0.0,0.0
"Yes, it was Mrs. Anthony Patch speakingbut how did she know that this man was her husband?",0.0,0.856,0.144,0.4019
How could she know?,0.0,1.0,0.0,0.0
Let the police sergeant ask her if she remembered the milk bottles ...,0.0,1.0,0.0,0.0
He leaned forward hurriedly and tapped at the glass.,0.0,1.0,0.0,0.0
"The taxi was only at Brooklyn Bridge, but the metre showed a dollar and eighty cents, and Anthony would never have omitted the ten per cent tip.",0.0,1.0,0.0,0.0
Later in the afternoon he returned to the apartment.,0.0,1.0,0.0,0.0
"Gloria had also been outshoppingand was asleep, curled in a corner of the sofa with her purchase locked securely in her arms.",0.0,0.893,0.107,0.34
"Her face was as untroubled as a little girl's, and the bundle that she pressed tightly to her bosom was a child's doll, a profound and infinitely healing balm to her disturbed and childish heart.",0.138,0.862,0.0,-0.5859
"DESTINY It was with this party, more especially with Gloria's part in it, that a decided change began to come over their way of living.",0.0,0.88,0.12,0.481
The magnificent attitude of not giving a damn altered overnight from being a mere tenet of Gloria's it became the entire solace and justification for what they chose to do and what consequence it brought.,0.053,0.785,0.161,0.6276
"Not to be sorry, not to loose one cry of regret, to live according to a clear code of honor toward each other, and to seek the moment's happiness as fervently and persistently as possible.",0.13,0.594,0.277,0.6892
"""No one cares about us but ourselves, Anthony,"" she said one day.",0.118,0.735,0.147,0.1027
"""It'd be ridiculous for me to go about pretending I felt any obligations toward the world, and as for worrying what people think about me, I simply don't, that's all.",0.157,0.799,0.045,-0.5423
"Since I was a little girl in dancingschool I've been criticised by the mothers of all the little girls who weren't as popular as I was, and I've always looked on criticism as a sort of envious tribute.""",0.258,0.742,0.0,-0.8564
"This was because of a party in the ""Boul' Mich'"" one night, where Constance Merriam had seen her as one of a highly stimulated party of four.",0.0,0.743,0.257,0.7645
"Constance Merriam, ""as an old school friend,"" had gone to the trouble of inviting her to lunch next day in order to inform her how terrible it was.",0.175,0.755,0.069,-0.5423
"""I told her I couldn't see it,"" Gloria told Anthony.",0.0,1.0,0.0,0.0
"""Eric Merriam is a sort of sublimated Percy Wolcottyou remember that man in Hot Springs I told you abouthis idea of respecting Constance is to leave her at home with her sewing and her baby and her book, and such innocuous amusements, whenever he's going on a party that promises to be anything but deathly dull.""",0.019,0.848,0.133,0.6597
"""Did you tell her that?""",0.0,1.0,0.0,0.0
"""I certainly did.",0.0,0.455,0.545,0.34
"And I told her that what she really objected to was that I was having a better time than she was.""",0.0,0.854,0.146,0.4404
Anthony applauded her.,0.0,0.444,0.556,0.3612
"He was tremendously proud of Gloria, proud that she never failed to eclipse whatever other women might be in the party, proud that men were always glad to revel with her in great rowdy groups, without any attempt to do more than enjoy her beauty and the warmth of her vitality.",0.0,0.531,0.469,0.9875
"These ""parties"" gradually became their chief source of entertainment.",0.0,0.741,0.259,0.4215
"Still in love, still enormously interested in each other, they yet found as spring drew near that staying at home in the evening palled on them books were unreal the old magic of being alone had long since vanishedinstead they preferred to be bored by a stupid musical comedy, or to go to dinner with the most uninteresting of their acquaintances, so long as there would be enough cocktails to keep the conversation from becoming utterly intolerable.",0.086,0.803,0.111,0.4927
