sentence,neg,neu,pos,compound
"With a reluctant backward glance the welldisciplined child held to her nurse's hand and was pulled out the door, just as Tom came back, preceding four gin rickeys that clicked full of ice.",0.057,0.852,0.091,0.296
Gatsby took up his drink.,0.0,1.0,0.0,0.0
"""They certainly look cool,"" he said, with visible tension.",0.197,0.598,0.205,0.0258
"We drank in long, greedy swallows.",0.315,0.685,0.0,-0.3182
"""I read somewhere that the sun's getting hotter every year,"" said Tom genially.",0.0,1.0,0.0,0.0
"""It seems that pretty soon the earth's going to fall into the sunor wait a minuteit's just the oppositethe sun's getting colder every year.",0.0,0.873,0.127,0.4939
"""Come outside,"" he suggested to Gatsby, ""I'd like you to have a look at the place.""",0.0,0.848,0.152,0.3612
I went with them out to the veranda.,0.0,1.0,0.0,0.0
"On the green Sound, stagnant in the heat, one small sail crawled slowly toward the fresher sea.",0.0,1.0,0.0,0.0
Gatsby's eyes followed it momentarily he raised his hand and pointed across the bay.,0.0,0.802,0.198,0.4939
"""I'm right across from you.""",0.0,1.0,0.0,0.0
"""So you are.""",0.0,1.0,0.0,0.0
Our eyes lifted over the rosebeds and the hot lawn and the weedy refuse of the dogdays alongshore.,0.115,0.885,0.0,-0.296
Slowly the white wings of the boat moved against the blue cool limit of the sky.,0.0,0.867,0.133,0.3182
Ahead lay the scalloped ocean and the abounding blessed isles.,0.0,0.698,0.302,0.5994
"""There's sport for you,"" said Tom, nodding.",0.0,1.0,0.0,0.0
"""I'd like to be out there with him for about an hour.""",0.0,0.815,0.185,0.3612
"We had luncheon in the diningroom, darkened too against the heat, and drank down nervous gaiety with the cold ale.",0.1,0.9,0.0,-0.2732
"""What'll we do with ourselves this afternoon?""",0.0,1.0,0.0,0.0
"cried Daisy, ""and the day after that, and the next thirty years?""",0.191,0.809,0.0,-0.3818
"""Don't be morbid,"" Jordan said.",0.0,1.0,0.0,0.0
"""Life starts all over again when it gets crisp in the fall.""",0.0,1.0,0.0,0.0
"""But it's so hot,"" insisted Daisy, on the verge of tears, ""and everything's so confused.",0.328,0.672,0.0,-0.7459
"Let's all go to town!""",0.0,1.0,0.0,0.0
"Her voice struggled on through the heat, beating against it, moulding its senselessness into forms.",0.293,0.707,0.0,-0.6597
"""I've heard of making a garage out of a stable,"" Tom was saying to Gatsby, ""but I'm the first man who ever made a stable out of a garage.""",0.0,0.896,0.104,0.4215
"""Who wants to go to town?""",0.0,1.0,0.0,0.0
demanded Daisy insistently.,0.487,0.513,0.0,-0.2263
Gatsby's eyes floated toward her.,0.0,1.0,0.0,0.0
"""Ah,"" she cried, ""you look so cool.""",0.302,0.698,0.0,-0.3818
"Their eyes met, and they stared together at each other, alone in space.",0.143,0.857,0.0,-0.25
With an effort she glanced down at the table.,0.0,1.0,0.0,0.0
"""You always look so cool,"" she repeated.",0.0,1.0,0.0,0.0
"She had told him that she loved him, and Tom Buchanan saw.",0.0,0.738,0.262,0.5994
He was astounded.,0.0,0.417,0.583,0.4215
"His mouth opened a little, and he looked at Gatsby, and then back at Daisy as if he had just recognized her as someone he knew a long time ago.",0.0,1.0,0.0,0.0
"""You resemble the advertisement of the man,"" she went on innocently.",0.0,0.806,0.194,0.34
"""You know the advertisement of the man"" ""All right,"" broke in Tom quickly, ""I'm perfectly willing to go to town.",0.112,0.72,0.168,0.34
"Come onwe're all going to town.""",0.0,1.0,0.0,0.0
"He got up, his eyes still flashing between Gatsby and his wife.",0.0,1.0,0.0,0.0
No one moved.,0.524,0.476,0.0,-0.296
"""Come on!""",0.0,1.0,0.0,0.0
His temper cracked a little.,0.483,0.517,0.0,-0.4215
"""What's the matter, anyhow?",0.0,0.732,0.268,0.0258
"If we're going to town, let's start.""",0.0,1.0,0.0,0.0
"His hand, trembling with his effort at selfcontrol, bore to his lips the last of his glass of ale.",0.19,0.675,0.135,-0.0772
Daisy's voice got us to our feet and out on to the blazing gravel drive.,0.097,0.903,0.0,-0.128
"""Are we just going to go?""",0.0,1.0,0.0,0.0
she objected.,0.0,1.0,0.0,0.0
"""Like this?",0.0,0.286,0.714,0.3612
"Aren't we going to let anyone smoke a cigarette first?""",0.0,1.0,0.0,0.0
"""Everybody smoked all through lunch.""",0.0,1.0,0.0,0.0
"""Oh, let's have fun,"" she begged him.",0.0,1.0,0.0,0.0
"""It's too hot to fuss.""",0.0,1.0,0.0,0.0
He didn't answer.,0.0,1.0,0.0,0.0
"""Have it your own way,"" she said.",0.0,1.0,0.0,0.0
"""Come on, Jordan.""",0.0,1.0,0.0,0.0
They went upstairs to get ready while we three men stood there shuffling the hot pebbles with our feet.,0.0,0.878,0.122,0.3612
A silver curve of the moon hovered already in the western sky.,0.0,1.0,0.0,0.0
"Gatsby started to speak, changed his mind, but not before Tom wheeled and faced him expectantly.",0.0,1.0,0.0,0.0
"""Have you got your stables here?""",0.0,1.0,0.0,0.0
asked Gatsby with an effort.,0.0,1.0,0.0,0.0
"""About a quarter of a mile down the road.""",0.0,1.0,0.0,0.0
"""Oh.""",0.0,1.0,0.0,0.0
A pause.,0.0,1.0,0.0,0.0
"""I don't see the idea of going to town,"" broke out Tom savagely.",0.353,0.647,0.0,-0.7184
"""Women get these notions in their heads"" ""Shall we take anything to drink?""",0.0,1.0,0.0,0.0
called Daisy from an upper window.,0.0,1.0,0.0,0.0
"""I'll get some whisky,"" answered Tom.",0.0,1.0,0.0,0.0
He went inside.,0.0,1.0,0.0,0.0
"Gatsby turned to me rigidly ""I can't say anything in his house, old sport.""",0.116,0.884,0.0,-0.1779
"""She's got an indiscreet voice,"" I remarked.",0.0,1.0,0.0,0.0
"""It's full of"" I hesitated.",0.434,0.566,0.0,-0.3182
"""Her voice is full of money,"" he said suddenly.",0.0,1.0,0.0,0.0
That was it.,0.0,1.0,0.0,0.0
I'd never understood before.,0.0,1.0,0.0,0.0
"It was full of moneythat was the inexhaustible charm that rose and fell in it, the jingle of it, the cymbals' song of it  High in a white palace the king's daughter, the golden girl  Tom came out of the house wrapping a quart bottle in a towel, followed by Daisy and Jordan wearing small tight hats of metallic cloth and carrying light capes over their arms.",0.0,0.959,0.041,0.4019
"""Shall we all go in my car?""",0.0,1.0,0.0,0.0
suggested Gatsby.,0.0,1.0,0.0,0.0
"He felt the hot, green leather of the seat.",0.0,1.0,0.0,0.0
"""I ought to have left it in the shade.""",0.0,1.0,0.0,0.0
"""Is it standard shift?""",0.0,1.0,0.0,0.0
demanded Tom.,0.655,0.345,0.0,-0.2263
"""Yes.""",0.0,1.0,0.0,0.0
"""Well, you take my coup and let me drive your car to town.""",0.0,1.0,0.0,0.0
The suggestion was distasteful to Gatsby.,0.0,1.0,0.0,0.0
"""I don't think there's much gas,"" he objected.",0.0,1.0,0.0,0.0
"""Plenty of gas,"" said Tom boisterously.",0.0,1.0,0.0,0.0
He looked at the gauge.,0.0,1.0,0.0,0.0
"""And if it runs out I can stop at a drugstore.",0.216,0.784,0.0,-0.296
"You can buy anything at a drugstore nowadays.""",0.0,1.0,0.0,0.0
A pause followed this apparently pointless remark.,0.0,1.0,0.0,0.0
"Daisy looked at Tom frowning, and an indefinable expression, at once definitely unfamiliar and vaguely recognizable, as if I had only heard it described in words, passed over Gatsby's face.",0.075,0.841,0.084,0.0772
"""Come on, Daisy,"" said Tom, pressing her with his hand toward Gatsby's car.",0.0,0.789,0.211,0.4939
"""I'll take you in this circus wagon.""",0.0,1.0,0.0,0.0
"He opened the door, but she moved out from the circle of his arm.",0.0,1.0,0.0,0.0
"""You take Nick and Jordan.",0.0,1.0,0.0,0.0
"We'll follow you in the coup.""",0.0,1.0,0.0,0.0
"She walked close to Gatsby, touching his coat with her hand.",0.0,0.758,0.242,0.4939
"Jordan and Tom and I got into the front seat of Gatsby's car, Tom pushed the unfamiliar gears tentatively, and we shot off into the oppressive heat, leaving them out of sight behind.",0.08,0.92,0.0,-0.4019
"""Did you see that?""",0.0,1.0,0.0,0.0
demanded Tom.,0.655,0.345,0.0,-0.2263
"""See what?""",0.0,1.0,0.0,0.0
"He looked at me keenly, realizing that Jordan and I must have known all along.",0.0,0.867,0.133,0.25
"""You think I'm pretty dumb, don't you?""",0.287,0.435,0.278,-0.0258
he suggested.,0.0,1.0,0.0,0.0
"""Perhaps I am, but I have aalmost a second sight, sometimes, that tells me what to do.",0.0,1.0,0.0,0.0
"Maybe you don't believe that, but science"" He paused.",0.0,1.0,0.0,0.0
"The immediate contingency overtook him, pulled him back from the edge of theoretical abyss.",0.0,1.0,0.0,0.0
"""I've made a small investigation of this fellow,"" he continued.",0.0,1.0,0.0,0.0
"""I could have gone deeper if I'd known"" ""Do you mean you've been to a medium?""",0.0,1.0,0.0,0.0
inquired Jordan humorously.,0.0,0.377,0.623,0.5106
"""What?""",0.0,1.0,0.0,0.0
"Confused, he stared at us as we laughed.",0.204,0.531,0.265,0.1779
"""A medium?""",0.0,1.0,0.0,0.0
"""About Gatsby.""",0.0,1.0,0.0,0.0
"""About Gatsby!",0.0,1.0,0.0,0.0
"No, I haven't.",0.688,0.312,0.0,-0.296
"I said I'd been making a small investigation of his past.""",0.0,1.0,0.0,0.0
"""And you found he was an Oxford man,"" said Jordan helpfully.",0.0,0.752,0.248,0.5106
"""An Oxford man!""",0.0,1.0,0.0,0.0
He was incredulous.,0.0,1.0,0.0,0.0
"""Like hell he is!",0.521,0.213,0.266,-0.5255
"He wears a pink suit.""",0.0,1.0,0.0,0.0
"""Nevertheless he's an Oxford man.""",0.0,1.0,0.0,0.0
"""Oxford, New Mexico,"" snorted Tom contemptuously, ""or something like that.""",0.245,0.576,0.18,-0.2263
"""Listen, Tom.",0.0,1.0,0.0,0.0
"If you're such a snob, why did you invite him to lunch?""",0.221,0.662,0.118,-0.34
demanded Jordan crossly.,0.487,0.513,0.0,-0.2263
"""Daisy invited him she knew him before we were marriedGod knows where!""",0.0,1.0,0.0,0.0
"We were all irritable now with the fading ale, and aware of it we drove for a while in silence.",0.147,0.853,0.0,-0.4767
"Then as Doctor T. J. Eckleburg's faded eyes came into sight down the road, I remembered Gatsby's caution about gasoline.",0.0,1.0,0.0,0.0
"""We've got enough to get us to town,"" said Tom.",0.0,1.0,0.0,0.0
"""But there's a garage right here,"" objected Jordan.",0.0,1.0,0.0,0.0
"""I don't want to get stalled in this baking heat.""",0.274,0.726,0.0,-0.2551
"Tom threw on both brakes impatiently, and we slid to an abrupt dusty stop under Wilson's sign.",0.246,0.754,0.0,-0.5994
After a moment the proprietor emerged from the interior of his establishment and gazed holloweyed at the car.,0.0,1.0,0.0,0.0
"""Let's have some gas!""",0.0,1.0,0.0,0.0
cried Tom roughly.,0.565,0.435,0.0,-0.3818
"""What do you think we stopped forto admire the view?""",0.146,0.615,0.238,0.296
"""I'm sick,"" said Wilson without moving.",0.0,1.0,0.0,0.0
"""Been sick all day.""",0.524,0.476,0.0,-0.5106
"""What's the matter?""",0.0,1.0,0.0,0.0
"""I'm all run down.""",0.0,1.0,0.0,0.0
"""Well, shall I help myself?""",0.0,0.526,0.474,0.4019
Tom demanded.,0.655,0.345,0.0,-0.2263
"""You sounded well enough on the phone.""",0.0,0.741,0.259,0.2732
"With an effort Wilson left the shade and support of the doorway and, breathing hard, unscrewed the cap of the tank.",0.061,0.823,0.117,0.3182
In the sunlight his face was green.,0.0,1.0,0.0,0.0
"""I didn't mean to interrupt your lunch,"" he said.",0.0,0.797,0.203,0.2584
"""But I need money pretty bad, and I was wondering what you were going to do with your old car.""",0.19,0.639,0.172,-0.1154
"""How do you like this one?""",0.0,0.667,0.333,0.3612
inquired Tom.,0.0,1.0,0.0,0.0
"""I bought it last week.""",0.0,1.0,0.0,0.0
"""It's a nice yellow one,"" said Wilson, as he strained at the handle.",0.174,0.645,0.181,0.0258
"""Like to buy it?""",0.0,0.545,0.455,0.3612
"""Big chance,"" Wilson smiled faintly.",0.0,0.533,0.467,0.5423
"""No, but I could make some money on the other.""",0.0,1.0,0.0,0.0
"""What do you want money for, all of a sudden?""",0.0,0.86,0.14,0.0772
"""I've been here too long.",0.0,1.0,0.0,0.0
I want to get away.,0.0,0.698,0.302,0.0772
"My wife and I want to go West.""",0.0,0.822,0.178,0.0772
"""Your wife does,"" exclaimed Tom, startled.",0.254,0.746,0.0,-0.1779
"""She's been talking about it for ten years.""",0.0,1.0,0.0,0.0
"He rested for a moment against the pump, shading his eyes.",0.0,1.0,0.0,0.0
"""And now she's going whether she wants to or not.",0.0,1.0,0.0,0.0
"I'm going to get her away.""",0.0,1.0,0.0,0.0
The coup flashed by us with a flurry of dust and the flash of a waving hand.,0.0,0.814,0.186,0.4939
"""What do I owe you?""",0.0,1.0,0.0,0.0
demanded Tom harshly.,0.487,0.513,0.0,-0.2263
"""I just got wised up to something funny the last two days,"" remarked Wilson.",0.0,0.69,0.31,0.6597
"""That's why I want to get away.",0.0,0.794,0.206,0.0772
"That's why I been bothering you about the car.""",0.271,0.729,0.0,-0.3818
"""What do I owe you?""",0.0,1.0,0.0,0.0
"""Dollar twenty.""",0.0,1.0,0.0,0.0
The relentless beating heat was beginning to confuse me and I had a bad moment there before I realized that so far his suspicions hadn't alighted on Tom.,0.345,0.618,0.037,-0.8739
"He had discovered that Myrtle had some sort of life apart from him in another world, and the shock had made him physically sick.",0.211,0.789,0.0,-0.7096
"I stared at him and then at Tom, who had made a parallel discovery less than an hour beforeand it occurred to me that there was no difference between men, in intelligence or race, so profound as the difference between the sick and the well.",0.111,0.785,0.105,-0.0772
"Wilson was so sick that he looked guilty, unforgivably guiltyas if he had just got some poor girl with child.",0.374,0.626,0.0,-0.879
"""I'll let you have that car,"" said Tom.",0.0,1.0,0.0,0.0
"""I'll send it over tomorrow afternoon.""",0.0,1.0,0.0,0.0
"That locality was always vaguely disquieting, even in the broad glare of afternoon, and now I turned my head as though I had been warned of something behind.",0.077,0.923,0.0,-0.2732
"Over the ashheaps the giant eyes of Doctor T. J. Eckleburg kept their vigil, but I perceived, after a moment, that other eyes were regarding us with peculiar intensity from less than twenty feet away.",0.0,0.944,0.056,0.2263
"In one of the windows over the garage the curtains had been moved aside a little, and Myrtle Wilson was peering down at the car.",0.0,1.0,0.0,0.0
"So engrossed was she that she had no consciousness of being observed, and one emotion after another crept into her face like objects into a slowly developing picture.",0.072,0.784,0.144,0.2944
"Her expression was curiously familiarit was an expression I had often seen on women's faces, but on Myrtle Wilson's face it seemed purposeless and inexplicable until I realized that her eyes, wide with jealous terror, were fixed not on Tom, but on Jordan Baker, whom she took to be his wife.",0.155,0.845,0.0,-0.8625
"There is no confusion like the confusion of a simple mind, and as we drove away Tom was feeling the hot whips of panic.",0.32,0.55,0.129,-0.7096
"His wife and his mistress, until an hour ago secure and inviolate, were slipping precipitately from his control.",0.0,0.876,0.124,0.34
"Instinct made him step on the accelerator with the double purpose of overtaking Daisy and leaving Wilson behind, and we sped along toward Astoria at fifty miles an hour, until, among the spidery girders of the elevated, we came in sight of the easygoing blue coup.",0.0,0.951,0.049,0.3182
"""Those big movies around Fiftieth Street are cool,"" suggested Jordan.",0.0,1.0,0.0,0.0
"""I love New York on summer afternoons when everyone's away.",0.0,0.682,0.318,0.6369
"There's something very sensuous about itoverripe, as if all sorts of funny fruits were going to fall into your hands.""",0.0,0.868,0.132,0.4404
"The word ""sensuous"" had the effect of further disquieting Tom, but before he could invent a protest the coup came to a stop, and Daisy signalled us to draw up alongside.",0.164,0.836,0.0,-0.6486
"""Where are we going?""",0.0,1.0,0.0,0.0
